channel,decision,time_h,OD
8,233,320.4331,0.3405
8,233,320.5164,0.3401
8,233,320.5997,0.3409
8,233,320.6831,0.3431
8,233,320.7664,0.3418
8,233,320.8494,0.3405
8,233,320.9328,0.3431
8,233,321.0178,0.3422
8,233,321.0997,0.3431
8,233,321.1831,0.3457
8,233,321.2678,0.3444
8,233,321.3497,0.3449
8,233,321.4331,0.3453
8,233,321.5175,0.3462
8,233,321.5994,0.3475
8,233,321.6831,0.3462
8,233,321.7678,0.3475
8,233,321.8497,0.3484
8,233,321.9331,0.3479
8,233,322.0175,0.3501
